,sid,tangram nr,item,x,y,rot,grid_val,step
2927,160833,1,SQUARE,-66.0,4.0,0.0,12.0,5.0
2928,160833,1,MIDDLE-T,-28.0,-35.0,180.0,8.0,6.0
2929,160833,1,SQUARE,-63.0,5.0,0.0,12.0,7.0
2930,160833,1,MIDDLE-T,-29.0,-35.0,180.0,8.0,8.0
2931,160833,1,SMALL-T,-135.0,2.0,45.0,11.0,9.0
2932,160833,1,SMALL-T,-208.0,-68.0,45.0,5.0,10.0
2933,160833,2,SQUARE,-165.0,141.0,0.0,17.0,1.0
2934,160833,2,PARALL,-202.0,76.0,45.0,11.0,2.0
2935,160833,2,BIG-T,-100.0,40.0,0.0,13.0,3.0
2936,160833,2,BIG-T,-139.0,-62.0,0.0,2.0,4.0
2937,160833,2,MIDDLE-T,-203.0,0.0,225.0,6.0,5.0
2938,160833,2,SMALL-T,-87.0,38.0,180.0,13.0,6.0
2939,160833,2,SMALL-T,-28.0,-4.0,225.0,9.0,7.0
2940,160833,3,SQUARE,-160.0,-99.0,0.0,2.0,1.0
2941,160833,3,SMALL-T,-86.0,-99.0,315.0,3.0,2.0
2942,160833,3,SMALL-T,-231.0,-97.0,45.0,1.0,3.0
2943,160833,3,BIG-T,-235.0,12.0,135.0,11.0,4.0
2944,160833,3,BIG-T,-93.0,73.0,225.0,17.0,5.0
2945,160833,3,PARALL,-86.0,-21.0,45.0,13.0,6.0
2946,160833,3,SMALL-T,42.0,4.0,45.0,14.0,7.0
2947,160833,3,SQUARE,54.0,-109.0,0.0,4.0,8.0
2950,160833,3,PARALL,-122.0,-99.0,45.0,2.0,9.0
2951,160833,3,MIDDLE-T,-196.0,-63.0,180.0,6.0,10.0
2952,160833,3,SQUARE,-129.0,-28.0,0.0,12.0,11.0
2953,160833,3,BIG-T,-233.0,10.0,135.0,11.0,12.0
2954,160833,3,BIG-T,-92.0,70.0,225.0,18.0,13.0
2955,160833,3,SQUARE,-125.0,-31.0,0.0,7.0,14.0
2956,160833,3,PARALL,-123.0,-101.0,45.0,2.0,15.0
2957,160833,3,SQUARE,-203.0,-25.0,0.0,11.0,16.0
2959,160833,3,PARALL,-123.0,-99.0,45.0,2.0,17.0
2960,160833,3,BIG-T,-92.0,73.0,225.0,18.0,18.0
2961,160833,3,SQUARE,-201.0,-24.0,0.0,11.0,19.0
2963,160833,3,PARALL,-123.0,-100.0,45.0,2.0,20.0
2964,160833,3,BIG-T,-236.0,10.0,135.0,11.0,21.0
2967,160833,3,SQUARE,-153.0,-100.0,0.0,2.0,22.0
2969,160833,3,BIG-T,-32.0,11.0,225.0,13.0,23.0
2970,160833,3,PARALL,-135.0,63.0,0.0,17.0,24.0
2971,160833,3,BIG-T,-37.0,13.0,225.0,13.0,25.0
2972,160833,3,SQUARE,-156.0,-98.0,0.0,2.0,26.0
2973,160833,3,BIG-T,-38.0,13.0,225.0,13.0,27.0
2974,160833,3,PARALL,-136.0,63.0,0.0,17.0,28.0
2976,160833,3,SQUARE,54.0,-75.0,0.0,9.0,29.0
2977,160833,3,PARALL,-195.0,-99.0,135.0,1.0,30.0
2978,160833,3,SQUARE,-129.0,-25.0,0.0,12.0,31.0
2979,160833,3,MIDDLE-T,-123.0,-64.0,180.0,7.0,32.0
2984,160833,3,PARALL,-34.0,-24.0,135.0,13.0,33.0
2987,160833,3,SQUARE,-159.0,-99.0,0.0,2.0,34.0
2988,160833,3,BIG-T,-280.0,119.0,135.0,20.0,35.0
2989,160833,3,SQUARE,-200.0,-24.0,0.0,11.0,36.0
2990,160833,3,PARALL,-195.0,-99.0,135.0,1.0,37.0
2991,160833,3,MIDDLE-T,-108.0,-68.0,225.0,7.0,38.0
2992,160833,3,SMALL-T,-302.0,-43.0,45.0,5.0,39.0
2993,160833,3,SMALL-T,-197.0,15.0,315.0,11.0,40.0
2994,160833,3,BIG-T,-29.0,9.0,225.0,13.0,41.0
2995,160833,3,PARALL,-183.0,84.0,0.0,21.0,42.0
2997,160833,3,BIG-T,-28.0,10.0,225.0,13.0,43.0
2999,160833,3,SMALL-T,-232.0,80.0,315.0,16.0,44.0
3000,160833,3,SQUARE,-85.0,91.0,0.0,23.0,45.0
3002,160833,3,PARALL,-200.0,13.0,45.0,11.0,46.0
3003,160833,3,SQUARE,-164.0,33.0,45.0,17.0,47.0
3004,160833,3,PARALL,-269.0,-48.0,90.0,5.0,48.0
3005,160833,3,MIDDLE-T,-122.0,-62.0,180.0,7.0,49.0
3006,160833,3,PARALL,-194.0,-100.0,135.0,1.0,50.0
3007,160833,3,SQUARE,54.0,-107.0,0.0,4.0,51.0
3009,160833,3,BIG-T,-20.0,-118.0,225.0,3.0,52.0
3010,160833,4,SQUARE,-67.0,208.0,0.0,23.0,1.0
3011,160833,4,SMALL-T,-140.0,-152.0,135.0,2.0,2.0
3012,160833,4,SMALL-T,-64.0,244.0,0.0,23.0,3.0
3013,160833,4,MIDDLE-T,-31.0,30.0,270.0,14.0,4.0
3014,160833,4,PARALL,-209.0,89.0,90.0,11.0,5.0
3017,160833,4,BIG-T,-61.0,69.0,270.0,13.0,6.0
3020,160833,4,SQUARE,-152.0,28.0,45.0,12.0,7.0
3023,160833,4,SMALL-T,-66.0,245.0,0.0,23.0,8.0
3024,160833,4,SQUARE,-64.0,208.0,0.0,23.0,9.0
3025,160833,4,BIG-T,-102.0,28.0,270.0,13.0,10.0
3026,160833,4,PARALL,-180.0,87.0,135.0,11.0,11.0
3027,160833,4,BIG-T,-131.0,-42.0,45.0,7.0,12.0
3028,160833,4,MIDDLE-T,-52.0,-4.0,270.0,9.0,13.0
3029,160833,4,BIG-T,-61.0,-13.0,270.0,8.0,14.0
3030,160833,4,MIDDLE-T,-112.0,-63.0,225.0,8.0,15.0
3034,160833,4,BIG-T,-132.0,-43.0,45.0,7.0,16.0
3035,160833,4,MIDDLE-T,-115.0,-62.0,225.0,7.0,17.0
3036,160833,4,BIG-T,-132.0,97.0,135.0,12.0,18.0
3037,161807,1,BIG-T,95.0,125.0,270.0,24.0,1.0
3038,161807,1,SQUARE,117.0,-18.0,0.0,9.0,2.0
3040,161807,1,BIG-T,87.0,129.0,270.0,24.0,3.0
3042,161807,1,BIG-T,-99.0,40.0,0.0,17.0,4.0
3046,161807,1,BIG-T,-102.0,-33.0,315.0,7.0,5.0
3050,161807,1,PARALL,44.0,-70.0,45.0,4.0,6.0
3051,161807,1,MIDDLE-T,-98.0,-104.0,0.0,2.0,7.0
3054,161807,1,SQUARE,-65.0,3.0,0.0,12.0,8.0
3055,161807,1,SMALL-T,-136.0,4.0,45.0,11.0,9.0
3056,161807,1,MIDDLE-T,-28.0,-34.0,180.0,8.0,10.0
3058,161807,2,BIG-T,-99.0,41.0,0.0,13.0,1.0
3060,161807,2,BIG-T,-137.0,38.0,180.0,12.0,2.0
3061,161807,2,MIDDLE-T,-187.0,-13.0,225.0,6.0,3.0
3062,161807,2,PARALL,-205.0,73.0,45.0,11.0,4.0
3063,161807,2,SQUARE,-166.0,147.0,0.0,22.0,5.0
3064,161807,2,SMALL-T,-88.0,-62.0,0.0,3.0,6.0
3065,161807,2,SMALL-T,-37.0,-12.0,270.0,9.0,7.0
3066,161807,3,BIG-T,-234.0,10.0,135.0,11.0,1.0
3069,161807,3,BIG-T,-92.0,70.0,225.0,18.0,2.0
3070,161807,3,SQUARE,-156.0,-99.0,0.0,2.0,3.0
3071,161807,3,SMALL-T,-230.0,-101.0,45.0,1.0,4.0
3072,161807,3,SMALL-T,-87.0,-100.0,315.0,3.0,5.0
3073,161807,3,SQUARE,-157.0,-99.0,0.0,2.0,6.0
3074,161807,3,SMALL-T,-229.0,-100.0,45.0,1.0,7.0
3075,161807,3,BIG-T,-33.0,11.0,225.0,13.0,8.0
3079,161807,3,MIDDLE-T,-48.0,89.0,90.0,23.0,9.0
3081,161807,3,SMALL-T,-22.0,-114.0,315.0,3.0,10.0
3083,161807,3,BIG-T,-60.0,-59.0,0.0,8.0,11.0
3084,161807,3,BIG-T,-293.0,-11.0,0.0,10.0,12.0
3085,161807,3,PARALL,-121.0,-100.0,45.0,2.0,13.0
3086,161807,3,MIDDLE-T,-194.0,-65.0,180.0,6.0,14.0
3087,161807,3,BIG-T,-234.0,10.0,135.0,11.0,15.0
3088,161807,3,SMALL-T,36.0,62.0,45.0,19.0,16.0
3089,161807,3,SQUARE,-22.0,114.0,0.0,23.0,17.0
3090,161807,3,BIG-T,-161.0,39.0,90.0,17.0,18.0
3092,161807,3,SMALL-T,-110.0,-61.0,0.0,7.0,19.0
3093,161807,3,SQUARE,-60.0,-11.0,45.0,13.0,20.0
3094,161807,3,SMALL-T,-10.0,-59.0,0.0,9.0,21.0
3095,161807,4,PARALL,-192.0,90.0,90.0,11.0,1.0
3096,161807,4,BIG-T,-60.0,70.0,270.0,13.0,2.0
3100,161807,4,BIG-T,-104.0,27.0,270.0,13.0,3.0
3101,161807,4,BIG-T,-63.0,-12.0,270.0,8.0,4.0
3102,161807,4,BIG-T,-62.0,71.0,270.0,13.0,5.0
3103,161807,4,BIG-T,-162.0,-17.0,90.0,7.0,6.0
3104,161807,4,BIG-T,-61.0,77.0,270.0,13.0,7.0
3105,161807,4,BIG-T,-162.0,-21.0,90.0,7.0,8.0
3106,161807,4,PARALL,-194.0,90.0,90.0,11.0,9.0
3107,161807,4,SQUARE,-66.0,206.0,0.0,23.0,10.0
3108,161807,4,SMALL-T,-162.0,29.0,270.0,12.0,11.0
3109,161807,4,SMALL-T,-64.0,244.0,0.0,23.0,12.0
3115,161807,4,BIG-T,-61.0,69.0,270.0,13.0,13.0
3117,161807,4,PARALL,-192.0,90.0,90.0,11.0,14.0
3118,161807,4,MIDDLE-T,-114.0,-63.0,135.0,7.0,15.0
3119,161807,4,PARALL,-191.0,91.0,90.0,11.0,16.0
3120,161807,4,SMALL-T,-141.0,-151.0,135.0,2.0,17.0
3121,161807,4,BIG-T,-130.0,-42.0,45.0,7.0,18.0
3122,161807,4,BIG-T,-129.0,100.0,135.0,17.0,19.0
3123,163516,1,BIG-T,-76.0,116.0,180.0,22.0,1.0
3124,163516,1,PARALL,17.0,-64.0,0.0,8.0,2.0
3125,163516,1,BIG-T,-96.0,46.0,0.0,17.0,3.0
3126,163516,1,PARALL,-31.0,-13.0,0.0,13.0,4.0
3127,163516,1,SMALL-T,-201.0,-68.0,45.0,5.0,5.0
3128,163516,1,SMALL-T,80.0,-60.0,315.0,9.0,6.0
3129,163516,1,PARALL,-66.0,-30.0,45.0,7.0,7.0
3130,163516,1,BIG-T,-62.0,-102.0,0.0,2.0,8.0
3131,163516,1,SMALL-T,66.0,45.0,45.0,19.0,9.0
3132,163516,1,MIDDLE-T,-163.0,-36.0,180.0,6.0,10.0
3137,163516,1,PARALL,-101.0,4.0,135.0,12.0,11.0
3140,163516,1,BIG-T,-103.0,-33.0,45.0,7.0,12.0
3141,163516,1,PARALL,-174.0,-66.0,135.0,6.0,13.0
3143,163516,1,BIG-T,-107.0,-27.0,45.0,7.0,14.0
3144,163516,1,PARALL,-16.0,-68.0,135.0,8.0,15.0
3145,163516,1,BIG-T,-192.0,1.0,45.0,10.0,16.0
3146,163516,1,PARALL,-25.0,-68.0,135.0,8.0,17.0
3148,163516,1,MIDDLE-T,47.0,-33.0,180.0,9.0,18.0
3149,163516,1,SMALL-T,91.0,55.0,45.0,19.0,19.0
3150,163516,1,SQUARE,-61.0,1.0,0.0,12.0,20.0
3151,163516,1,BIG-T,-96.0,-35.0,225.0,7.0,21.0
3152,163516,1,SMALL-T,-209.0,-67.0,45.0,5.0,22.0
3153,163516,1,SMALL-T,-133.0,1.0,45.0,11.0,23.0
3154,163516,1,BIG-T,-102.0,-33.0,225.0,7.0,24.0
3155,163516,2,SQUARE,-166.0,150.0,0.0,22.0,1.0
3156,163516,2,BIG-T,-102.0,42.0,0.0,13.0,2.0
3157,163516,2,PARALL,-200.0,76.0,45.0,11.0,3.0
3158,163516,2,BIG-T,-137.0,36.0,180.0,12.0,4.0
3159,163516,2,MIDDLE-T,-190.0,-13.0,225.0,6.0,5.0
3160,163516,2,SMALL-T,-44.0,-14.0,270.0,9.0,6.0
3161,163516,2,SMALL-T,-87.0,-60.0,0.0,3.0,7.0
3163,163516,3,PARALL,-118.0,-98.0,45.0,2.0,1.0
3164,163516,3,BIG-T,-226.0,74.0,225.0,16.0,2.0
3165,163516,3,BIG-T,39.0,130.0,270.0,24.0,3.0
3166,163516,3,BIG-T,-160.0,37.0,90.0,17.0,4.0
3167,163516,3,BIG-T,-53.0,-53.0,0.0,8.0,5.0
3168,163516,3,SQUARE,-196.0,-28.0,0.0,11.0,6.0
3169,163516,3,SMALL-T,-270.0,-24.0,135.0,10.0,7.0
3170,163516,3,SMALL-T,-201.0,45.0,135.0,16.0,8.0
3171,163516,3,MIDDLE-T,-193.0,-65.0,180.0,6.0,9.0
3173,163516,4,SMALL-T,-65.0,243.0,0.0,23.0,1.0
3174,163516,4,SQUARE,-66.0,210.0,0.0,23.0,2.0
3176,163516,4,SMALL-T,-141.0,-152.0,135.0,2.0,3.0
3177,163516,4,BIG-T,-114.0,44.0,180.0,12.0,4.0
3180,163516,4,PARALL,-191.0,89.0,90.0,11.0,5.0
3182,163516,4,BIG-T,-62.0,69.0,270.0,13.0,6.0
3183,163516,4,SQUARE,-62.0,208.0,0.0,23.0,7.0
3184,163516,4,SMALL-T,-62.0,244.0,0.0,23.0,8.0
3185,163516,4,PARALL,-190.0,92.0,90.0,11.0,9.0
3188,163516,4,BIG-T,-131.0,100.0,135.0,17.0,10.0
3189,163516,4,BIG-T,-130.0,-42.0,45.0,7.0,11.0
3190,163516,4,MIDDLE-T,-111.0,-65.0,225.0,8.0,12.0
3194,165854,1,BIG-T,-100.0,42.0,0.0,17.0,1.0
3195,165854,1,SMALL-T,-64.0,3.0,45.0,12.0,2.0
3196,165854,1,PARALL,-103.0,5.0,135.0,12.0,3.0
3197,165854,1,SMALL-T,-258.0,60.0,225.0,15.0,4.0
3198,165854,1,PARALL,71.0,106.0,135.0,24.0,5.0
3199,165854,1,BIG-T,-101.0,-30.0,315.0,7.0,6.0
3200,165854,1,SMALL-T,88.0,27.0,45.0,14.0,7.0
3201,165854,1,BIG-T,-104.0,-32.0,315.0,7.0,8.0
3202,165854,1,SMALL-T,-210.0,-66.0,45.0,5.0,9.0
3203,165854,1,MIDDLE-T,-104.0,-104.0,0.0,2.0,10.0
3204,165854,1,SQUARE,7.0,-70.0,0.0,3.0,11.0
3206,165854,1,BIG-T,-102.0,-34.0,45.0,7.0,12.0
3208,165854,1,PARALL,-172.0,-70.0,135.0,1.0,13.0
3209,165854,1,BIG-T,-91.0,-22.0,315.0,7.0,14.0
3210,165854,1,PARALL,-219.0,97.0,135.0,20.0,15.0
3211,165854,1,BIG-T,-101.0,-32.0,315.0,7.0,16.0
3212,165854,1,SMALL-T,80.0,-68.0,315.0,9.0,17.0
3215,165854,1,MIDDLE-T,-101.0,-7.0,45.0,12.0,18.0
3218,165854,1,BIG-T,-99.0,-34.0,45.0,7.0,19.0
3219,165854,1,PARALL,-171.0,-68.0,135.0,6.0,20.0
3220,165854,1,SMALL-T,-69.0,-68.0,225.0,7.0,21.0
3221,165854,1,PARALL,-137.0,-34.0,135.0,6.0,22.0
3225,165854,1,BIG-T,-99.0,41.0,0.0,17.0,23.0
3226,165854,1,PARALL,-101.0,2.0,45.0,12.0,24.0
3227,165854,1,SMALL-T,-65.0,-68.0,135.0,7.0,25.0
3228,165854,1,MIDDLE-T,-171.0,-33.0,180.0,6.0,26.0
3229,165854,1,PARALL,35.0,33.0,90.0,13.0,27.0
3230,165854,1,SQUARE,-137.0,3.0,0.0,11.0,28.0
3231,165854,1,PARALL,-102.0,-68.0,45.0,7.0,29.0
3232,165854,1,BIG-T,55.0,117.0,0.0,24.0,30.0
3233,165854,1,PARALL,56.0,29.0,45.0,14.0,31.0
3238,165854,1,BIG-T,-102.0,-36.0,45.0,7.0,32.0
3239,165854,1,SQUARE,9.0,-69.0,0.0,3.0,33.0
3241,165854,1,PARALL,-173.0,-68.0,135.0,6.0,34.0
3242,165854,1,BIG-T,-98.0,-32.0,45.0,7.0,35.0
3243,165854,1,SMALL-T,-137.0,1.0,225.0,11.0,36.0
3245,165854,1,MIDDLE-T,-170.0,-35.0,180.0,6.0,37.0
3247,165854,1,SQUARE,14.0,-67.0,0.0,8.0,38.0
3248,165854,1,SMALL-T,101.0,26.0,315.0,14.0,39.0
3249,165854,1,SQUARE,43.0,19.0,0.0,13.0,40.0
3250,165854,1,PARALL,17.0,-85.0,90.0,3.0,41.0
3252,165854,1,SQUARE,-68.0,4.0,0.0,12.0,42.0
3253,165854,1,PARALL,103.0,-103.0,90.0,4.0,43.0
3254,165854,1,SMALL-T,79.0,-68.0,315.0,9.0,44.0
3255,165854,1,SQUARE,113.0,-114.0,0.0,4.0,45.0
3256,165854,1,BIG-T,-96.0,-31.0,135.0,7.0,46.0
3260,165854,1,PARALL,-245.0,42.0,135.0,15.0,47.0
3261,165854,1,BIG-T,54.0,91.0,135.0,24.0,48.0
3262,165854,1,MIDDLE-T,-13.0,-17.0,180.0,8.0,49.0
3263,165854,1,PARALL,-173.0,-68.0,135.0,6.0,50.0
3265,165854,1,BIG-T,-97.0,-27.0,315.0,7.0,51.0
3267,165854,1,MIDDLE-T,42.0,-32.0,180.0,8.0,52.0
3268,165854,1,SQUARE,-117.0,-51.0,45.0,6.0,53.0
3269,165854,1,MIDDLE-T,48.0,-32.0,180.0,9.0,54.0
3270,165854,1,BIG-T,-95.0,-25.0,45.0,7.0,55.0
3271,165854,1,PARALL,-177.0,-69.0,135.0,1.0,56.0
3274,165854,1,SQUARE,-135.0,-68.0,0.0,6.0,57.0
3275,165854,1,BIG-T,-100.0,-32.0,45.0,7.0,58.0
3277,165854,1,PARALL,-178.0,-69.0,135.0,1.0,59.0
3279,165854,1,SQUARE,11.0,-68.0,0.0,8.0,60.0
3280,165854,1,MIDDLE-T,-95.0,-33.0,225.0,7.0,61.0
3282,165854,1,BIG-T,19.0,70.0,45.0,18.0,62.0
3283,165854,1,SQUARE,9.0,-68.0,0.0,8.0,63.0
3284,165854,1,SMALL-T,81.0,-70.0,315.0,4.0,64.0
3285,165854,1,MIDDLE-T,-124.0,-54.0,225.0,6.0,65.0
3286,165854,1,BIG-T,-99.0,-33.0,45.0,7.0,66.0
3287,165854,1,MIDDLE-T,-206.0,95.0,225.0,20.0,67.0
3288,165854,1,BIG-T,-99.0,-35.0,135.0,7.0,68.0
3289,165854,1,PARALL,-99.0,13.0,90.0,12.0,69.0
3290,165854,1,BIG-T,77.0,81.0,135.0,19.0,70.0
3291,165854,1,PARALL,-172.0,-69.0,135.0,1.0,71.0
3293,165854,1,BIG-T,-100.0,-31.0,45.0,7.0,72.0
3296,165854,1,SQUARE,5.0,-68.0,0.0,8.0,73.0
3300,165854,1,BIG-T,-102.0,-33.0,225.0,7.0,74.0
3301,165854,1,SMALL-T,-209.0,-67.0,45.0,5.0,75.0
3302,165854,1,PARALL,49.0,75.0,135.0,19.0,76.0
3303,165854,1,SQUARE,94.0,6.0,45.0,14.0,77.0
3304,165854,1,BIG-T,-98.0,40.0,0.0,17.0,78.0
3307,165854,1,BIG-T,-101.0,-32.0,45.0,7.0,79.0
3308,165854,1,SQUARE,7.0,-67.0,0.0,8.0,80.0
3309,165854,1,SMALL-T,79.0,-69.0,315.0,4.0,81.0
3312,165854,1,PARALL,-173.0,-69.0,135.0,1.0,82.0
3314,165854,1,MIDDLE-T,-80.0,-9.0,45.0,12.0,83.0
3315,165854,1,SQUARE,67.0,27.0,0.0,14.0,84.0
3316,165854,1,BIG-T,-29.0,-35.0,225.0,8.0,85.0
3317,165854,1,MIDDLE-T,52.0,97.0,45.0,24.0,86.0
3318,165854,1,BIG-T,-28.0,-32.0,225.0,8.0,87.0
3319,165854,1,SQUARE,-137.0,5.0,0.0,11.0,88.0
3321,165854,1,SMALL-T,-61.0,5.0,45.0,12.0,89.0
3323,165854,1,BIG-T,-30.0,-28.0,225.0,8.0,90.0
3324,165854,1,SMALL-T,84.0,91.0,45.0,24.0,91.0
3325,165854,1,BIG-T,-29.0,-34.0,225.0,8.0,92.0
3329,165854,1,MIDDLE-T,44.0,-33.0,180.0,9.0,93.0
3330,165854,1,PARALL,-170.0,-68.0,135.0,6.0,94.0
3331,165854,1,SQUARE,-137.0,1.0,0.0,11.0,95.0
3332,165854,1,SMALL-T,-137.0,-68.0,45.0,6.0,96.0
3333,165854,1,PARALL,-174.0,-68.0,135.0,6.0,97.0
3334,165854,1,SMALL-T,-66.0,6.0,45.0,12.0,98.0
3335,165854,2,BIG-T,-102.0,41.0,0.0,13.0,1.0
3336,165854,2,PARALL,-203.0,75.0,45.0,11.0,2.0
3337,165854,2,SQUARE,-166.0,147.0,0.0,22.0,3.0
3338,165854,2,BIG-T,-139.0,-59.0,0.0,2.0,4.0
3339,165854,2,SMALL-T,-37.0,-12.0,270.0,9.0,5.0
3340,165854,2,SMALL-T,-88.0,38.0,180.0,13.0,6.0
3341,165854,2,MIDDLE-T,-190.0,-10.0,315.0,6.0,7.0
3342,165854,2,BIG-T,-140.0,-60.0,0.0,2.0,8.0
3343,165854,3,SQUARE,-160.0,-100.0,0.0,2.0,1.0
3344,165854,3,SMALL-T,-90.0,-102.0,315.0,3.0,2.0
3346,165854,3,BIG-T,-60.0,-61.0,0.0,8.0,3.0
3347,165854,3,PARALL,-138.0,13.0,0.0,12.0,4.0
3350,165854,3,BIG-T,-236.0,8.0,135.0,11.0,5.0
3353,165854,3,PARALL,-121.0,-99.0,45.0,2.0,6.0
3354,165854,3,MIDDLE-T,-195.0,-65.0,180.0,6.0,7.0
3355,165854,3,SQUARE,-112.0,40.0,45.0,17.0,8.0
3356,165854,3,SMALL-T,-161.0,90.0,90.0,22.0,9.0
3357,165854,3,SMALL-T,-163.0,-10.0,90.0,12.0,10.0
3358,165854,4,SQUARE,-65.0,207.0,0.0,23.0,1.0
3359,165854,4,SMALL-T,-64.0,245.0,0.0,23.0,2.0
3360,165854,4,PARALL,-191.0,91.0,90.0,11.0,3.0
3361,165854,4,BIG-T,-61.0,68.0,270.0,13.0,4.0
3364,165854,4,BIG-T,-130.0,100.0,135.0,17.0,5.0
3365,165854,4,SMALL-T,-153.0,27.0,180.0,12.0,6.0
3366,165854,4,MIDDLE-T,-109.0,-64.0,225.0,8.0,7.0
3367,165854,4,BIG-T,-131.0,101.0,135.0,17.0,8.0
3370,165854,4,SMALL-T,-140.0,-151.0,135.0,2.0,9.0
3371,165854,4,BIG-T,-132.0,-42.0,45.0,7.0,10.0
3372,165854,4,BIG-T,-131.0,99.0,135.0,12.0,11.0
3373,165958,1,BIG-T,-92.0,-2.0,0.0,12.0,1.0
3374,165958,1,PARALL,-26.0,-76.0,90.0,3.0,2.0
3375,165958,1,BIG-T,-99.0,40.0,0.0,17.0,3.0
3376,165958,1,PARALL,7.0,-96.0,90.0,3.0,4.0
3378,165958,1,MIDDLE-T,-173.0,-33.0,180.0,6.0,5.0
3380,165958,1,SQUARE,-137.0,2.0,0.0,11.0,6.0
3381,165958,1,PARALL,21.0,-71.0,90.0,3.0,7.0
3382,165958,1,SMALL-T,-64.0,3.0,45.0,12.0,8.0
3384,165958,1,BIG-T,-71.0,-105.0,0.0,2.0,9.0
3385,165958,1,SMALL-T,68.0,-86.0,45.0,4.0,10.0
3386,165958,1,MIDDLE-T,11.0,-100.0,180.0,3.0,11.0
3387,165958,1,SMALL-T,-63.0,3.0,45.0,12.0,12.0
3389,165958,1,BIG-T,-102.0,-33.0,225.0,7.0,13.0
3390,165958,1,SMALL-T,-207.0,-68.0,45.0,5.0,14.0
3391,165958,1,PARALL,-102.0,4.0,135.0,12.0,15.0
3392,165958,1,MIDDLE-T,45.0,-34.0,180.0,9.0,16.0
3393,165958,1,SMALL-T,66.0,51.0,225.0,19.0,17.0
3394,165958,1,PARALL,-28.0,-70.0,135.0,3.0,18.0
3395,165958,1,SQUARE,-63.0,2.0,0.0,12.0,19.0
3396,165958,1,SMALL-T,-135.0,3.0,45.0,11.0,20.0
3397,165958,2,BIG-T,-100.0,41.0,0.0,13.0,1.0
3398,165958,2,BIG-T,-137.0,38.0,180.0,12.0,2.0
3399,165958,2,MIDDLE-T,-189.0,-11.0,225.0,6.0,3.0
3400,165958,2,PARALL,-203.0,74.0,45.0,11.0,4.0
3401,165958,2,SQUARE,-167.0,147.0,0.0,22.0,5.0
3402,165958,2,SMALL-T,-38.0,-14.0,270.0,9.0,6.0
3403,165958,2,SMALL-T,-86.0,-61.0,0.0,3.0,7.0
3404,165958,3,BIG-T,-235.0,10.0,135.0,11.0,1.0
3405,165958,3,BIG-T,-33.0,11.0,225.0,13.0,2.0
3406,165958,3,MIDDLE-T,-121.0,-65.0,180.0,7.0,3.0
3407,165958,3,PARALL,-194.0,-100.0,135.0,1.0,4.0
3408,165958,3,SQUARE,52.0,-93.0,0.0,4.0,5.0
3409,165958,3,BIG-T,-91.0,71.0,225.0,18.0,6.0
3411,165958,3,MIDDLE-T,-36.0,-114.0,180.0,3.0,7.0
3413,165958,3,SQUARE,-159.0,-99.0,0.0,2.0,8.0
3414,165958,3,MIDDLE-T,52.0,-20.0,180.0,14.0,9.0
3415,165958,3,BIG-T,-91.0,10.0,225.0,13.0,10.0
3416,165958,3,MIDDLE-T,46.0,113.0,225.0,24.0,11.0
3417,165958,3,BIG-T,-30.0,10.0,225.0,13.0,12.0
3418,165958,3,MIDDLE-T,15.0,101.0,90.0,24.0,13.0
3419,165958,3,BIG-T,12.0,-67.0,180.0,9.0,14.0
3421,165958,3,BIG-T,-277.0,78.0,135.0,15.0,15.0
3422,165958,3,BIG-T,-31.0,11.0,225.0,13.0,16.0
3423,165958,3,BIG-T,-205.0,-59.0,0.0,6.0,17.0
3424,165958,3,SQUARE,-160.0,-99.0,0.0,2.0,18.0
3427,165958,3,PARALL,-18.0,-123.0,135.0,3.0,19.0
3429,165958,3,BIG-T,-207.0,-59.0,0.0,6.0,20.0
3434,165958,3,BIG-T,43.0,75.0,225.0,19.0,21.0
3435,165958,3,BIG-T,-108.0,-19.0,90.0,12.0,22.0
3436,165958,3,SMALL-T,-13.0,-59.0,0.0,9.0,23.0
3437,165958,3,BIG-T,-147.0,-13.0,90.0,12.0,24.0
3438,165958,3,SMALL-T,32.0,-128.0,0.0,4.0,25.0
3439,165958,3,BIG-T,-161.0,40.0,90.0,17.0,26.0
3440,165958,3,BIG-T,-60.0,-62.0,0.0,8.0,27.0
3443,165958,3,MIDDLE-T,-122.0,-65.0,180.0,7.0,28.0
3444,165958,3,PARALL,-196.0,-105.0,135.0,1.0,29.0
3445,165958,3,SMALL-T,-255.0,-60.0,0.0,5.0,30.0
3446,165958,3,SMALL-T,-198.0,48.0,135.0,16.0,31.0
3449,165958,3,SMALL-T,-270.0,-25.0,135.0,10.0,32.0
3450,165958,3,SQUARE,-200.0,-25.0,0.0,11.0,33.0
3451,165958,3,SMALL-T,-200.0,50.0,135.0,16.0,34.0
3452,165958,4,SMALL-T,-65.0,245.0,0.0,23.0,1.0
3453,165958,4,SQUARE,-73.0,207.0,0.0,23.0,2.0
3454,165958,4,PARALL,-190.0,92.0,90.0,11.0,3.0
3457,165958,4,BIG-T,-132.0,100.0,135.0,17.0,4.0
3458,165958,4,BIG-T,-131.0,-43.0,45.0,7.0,5.0
3459,165958,4,MIDDLE-T,-111.0,-60.0,225.0,8.0,6.0
3460,165958,4,SMALL-T,-149.0,-149.0,135.0,2.0,7.0
3461,170249,1,BIG-T,-64.0,82.0,180.0,17.0,1.0
3462,170249,1,PARALL,-28.0,-60.0,90.0,8.0,2.0
3463,170249,1,BIG-T,-100.0,42.0,0.0,17.0,3.0
